Username,Text,Bot,hasCyrillicUsername,usernameEntropy,hasFemaleNameInUsername,hasEmojis,endsWithEmojis,wordCount,isShortComment,hasFlaggedEmoji,flaggedEmojiCount,isDuplicateComment,hasCommonBotPhrases,commonBotPhrasesCount,hasTimeStamp,exclamationCount,punctuationClusters
Mandeep Kaur,selfie alert﻿,0,0,0.8333333333333334,1,0,0,2,1,0,0,0,0,0,0,0,0
Chris Madzier,Your going to hear me Roar !!!! :-))))   #soundsofsunday ﻿,0,0,0.8461538461538461,1,0,0,10,0,0,0,0,0,0,0,4,1
DatoJason Jason,It is a shit﻿,0,0,0.5333333333333333,0,0,0,4,1,0,0,0,0,0,0,0,0
Vena Veno,She loves Vena. trojmiasto.pl/Vena-Bus-Taxi-o59253.html﻿,1,0,0.6666666666666666,1,0,0,4,1,0,0,0,0,0,0,0,0
Pettrus Ortega,"THIS IS A COMPETITION TO MEET MY IDOLS, IT WOULD MEAN SO MUCH IF YOU GUYS  WILL LIKE THIS PIC ON IG! http://instagram.com/p/smZdivopxb/﻿",1,0,0.7142857142857143,1,0,0,23,0,0,0,0,0,0,0,1,0
Ari4Cortez5Ortiz 9Uria,Katty perry please say in one of your new videoes that they follow the  Girls Girls please﻿,1,0,0.6818181818181818,0,0,0,17,0,0,0,0,0,0,0,0,0
Emma C,i am a big fan of you and i love you﻿,0,0,0.8333333333333334,1,0,0,11,0,0,0,0,0,0,0,0,0
J MP,https://viralangels.com/user/d4aaacwk﻿,1,0,1.0,0,0,0,1,1,0,0,0,0,0,0,0,0
Tushti Chakraborty,I &lt;3 Katy Perry!﻿,0,0,0.7777777777777778,0,0,0,4,1,0,0,0,0,0,0,1,0
Kaida Tong,"Since she is a feminist champion, why would she want to reinforce the  stereotype of girls being girly by painting the nails of an elephant that  probably wouldn't even appreciate it?﻿",0,0,0.9,1,0,0,31,0,0,0,0,0,0,0,0,0
roflcopter2110,http://thepiratebay.se/torrent/10626835/The.Expendables.3.2014.DVDSCR.Xvid-DiNGO ﻿,1,0,0.7857142857142857,0,0,0,2,1,0,0,0,0,0,0,0,0
roflcopter2110,http://thepiratebay.se/torrent/10626048/The.Expendables.3.2014.DVDScr.LEAKED.CLEAN.XviD.MP3-RARBG ﻿,1,0,0.7857142857142857,0,0,0,2,1,0,0,0,0,0,0,0,0
Darth Vaderbro,If interested in making extra money by internet use the next link www.swagbucks.com/refer/Nonturtle02﻿,1,0,0.7857142857142857,0,0,0,13,0,0,0,0,0,0,0,0,0
MrCollinGabriel,"This is fucking shit. From the first notes, that becomes clear. Complete  and utter shit. May God come and cleanse the earth of the complete and  utter idiocy which is humankind.﻿",0,0,0.7333333333333333,1,0,0,31,0,0,0,0,0,0,0,0,0
citywok68,Hey guys plz check out my youtube channel to c funny 2 girls 1 cup reaction  thanks and plz subscribe! Thanks﻿,1,0,1.0,0,0,0,21,0,0,0,0,0,0,0,1,0
sarah fitzgerald,Please subscribe every sub gets a shout out tell me what type of videos u  want and I will try make it happen﻿,1,0,0.8125,1,0,0,23,0,0,0,0,0,0,0,0,0
Mohammad Abdelhafez,Hey guys subscribe to my channel for no reason! Please!..﻿,1,0,0.6842105263157895,1,0,0,10,0,0,0,0,0,0,0,2,0
Vane Cavazos,Katycat! https://m.facebook.com/profile.php?id=1461302180794905﻿,1,0,0.8333333333333334,1,0,0,2,1,0,0,0,0,0,0,1,0
Sarcataclysm,At least she didn't get rid of her completely useless makeup.﻿,0,0,0.75,0,0,0,11,0,0,0,0,0,0,0,0,0
The Technology Zoo,I love roar and Katy Perry. She is my favorite singer and sometimes I just  mute the volume and look at her!﻿,0,0,0.6111111111111112,0,0,0,22,0,0,0,0,0,0,0,1,0
tonya parker,This is the best of the best video in world!!!!!!!!!!!!!!!!!!!!!!!!!!!!!﻿,0,0,0.8333333333333334,1,0,0,10,0,0,0,0,0,0,0,29,1
Ramen Noodles,"She's got it all. Incredible voice, extremely hot, nice tits﻿",0,0,0.8461538461538461,0,0,0,10,0,0,0,0,0,0,0,0,0
KatyPerry TheQueenOfPop,--&gt;ATTENTION KATYCATS! Katy leads with 7 noms at this year MTV EMA! do vote daily for her: tv.  mtvema. com/vote (delete spaces) thumbs up and share on fb﻿,1,0,0.7391304347826086,1,0,0,28,0,0,0,0,0,0,0,2,0
tomo fr,I really like this song.﻿,0,0,0.8571428571428571,0,0,0,5,0,0,0,0,0,0,0,0,0
Hany Faisal,my son love so much﻿,0,0,0.8181818181818182,1,0,0,5,0,0,0,0,0,0,0,0,0
Alef Paulo,Y LOVE YOU﻿,0,0,0.9,0,0,0,3,1,0,0,0,0,0,0,0,0
Big BossVEVO,follow me on instagram bigboss286﻿,1,0,0.75,0,0,0,5,0,0,0,0,0,0,0,0,0
Snipe Last,why the elephant have a broken horn﻿,0,0,1.0,0,0,0,7,0,0,0,0,0,0,0,0,0
Vincent Lenzi,Free itunes $25 giftcard codes: http://shhort.com/a?r=OOCnjqU2b﻿,1,0,0.6923076923076923,1,0,0,6,0,0,0,0,0,0,0,0,0
Shane Lumsden,Where did she find all that make up in a freakin jungle?!﻿,0,0,0.8461538461538461,1,0,0,12,0,0,0,0,0,0,0,1,1
Danuchi zuuzu,so cute that monkey *-*! ﻿,0,0,0.6923076923076923,0,0,0,6,0,0,0,0,0,0,0,1,0
Ghazwan Mattoka,Nice song﻿,0,0,0.7333333333333333,0,0,0,2,1,0,0,0,0,0,0,0,0
Na'RUtO AnImE,subscribe please ﻿,1,0,1.0,0,0,0,3,1,0,0,0,0,0,0,0,0
Ronnie Cromer,"You are all sheep, period. This is terrible music.﻿",0,0,0.6923076923076923,1,0,0,9,0,0,0,0,0,0,0,0,0
Edouard Reyes,"A  friend of mine has invented a big dick formula. He had a small dick (4  inches) and he did some research about this topic. During the research, he  found out the secret knowledge of penis enlargement. He applied what he  had learned and now he has a 7 inch dick. He was absolutely amazed by his  results. Of course, it took a few months. Therefore, he has written a book  about this issue in order to help guys. He asked me to promote his book :)  So, guys if you are interested and for more info check this out  https://payhip.com/b/oTIb  . He is selling it for symbolic £1. Thank you ;)﻿",1,0,0.8461538461538461,1,0,0,112,0,0,0,0,0,0,0,0,0
The Technology Zoo,In the beginning she was scared off everything and next thing you know she  is out in a leopard bikini!﻿,0,0,0.6111111111111112,0,0,0,20,0,0,0,0,0,0,0,1,0
MR magic man,Please look at my channel﻿,1,0,0.75,1,0,0,5,0,0,0,0,0,0,0,0,0
Sam Banfield,My three bigger secrets are: I don't think I'm good enough for me skinny  size. I'm bisexual and I sweat really freaking bad when I'm nervous. -  check out Secret by Austin Mahone's NEW Single!﻿,1,0,0.9166666666666666,1,0,0,35,0,0,0,0,0,0,0,1,0
nailey nicool,https://www.facebook.com/pages/Nailey-nicool/629410220489046?ref=hl like  mee﻿,1,0,0.6923076923076923,1,0,0,3,1,0,0,0,0,0,0,0,0
LuckyMusiqLive,katy is beautiful. and this song is catchy. I'm a rapper with 25000  subscribers.. thumbs up if you hate when you take a shit and the water  splashes your balls﻿,1,0,0.7857142857142857,1,0,0,30,0,0,0,0,0,0,0,0,0
Wonderfulkid,I love her green eyes﻿,0,0,0.9166666666666666,0,0,0,5,0,0,0,0,0,0,0,0,0
Jane Kaspar,How old is Katy perry?﻿,0,0,0.8181818181818182,1,0,0,5,0,0,0,0,0,0,0,0,0
Crafting English,most popular video on youtube  ﻿,0,0,0.8125,1,0,0,6,0,0,0,0,0,0,0,0,0
Romix &amp; Muffy,NOKIA spotted﻿,0,0,0.8235294117647058,0,0,0,2,1,0,0,0,0,0,0,0,0
Radiovarietyshow,"I hear this all the time on radio and its really irritating. That being  said, i like the video﻿",0,0,0.8125,1,0,0,19,0,0,0,0,0,0,0,0,0
Beryllium,Hi everyone! My dream is to have passionate sex with Katy Perry. Some people do not believe in me…but maybe you will. Sex is a giant part of my life and it pushes me to be a better person! Please give me a chance by giving me a thumbs up! If you love my ambition please SUBSCRIBE!﻿,1,0,0.8888888888888888,1,0,0,57,0,0,0,0,0,0,0,4,0
Vincenzo Canino 98,Fantastic!!!﻿,0,0,0.6666666666666666,1,0,0,1,1,0,0,0,0,0,0,3,1
Emilie Tifani,j aiiima plzzz  https://www.facebook.com/pages/%C3%89c%C3%B8l%CE%B5-al-ma%CE%B7b%CE%B5t/302703146601369 ﻿,1,0,0.7692307692307693,1,0,0,5,0,0,0,0,0,0,0,0,0
Daniel Brave,https://vimeo.com/107297364﻿,1,0,0.8333333333333334,1,0,0,1,1,0,0,0,0,0,0,0,0
Λυδία Γκ,She's awesome XD﻿,0,0,1.0,0,0,0,3,1,0,0,0,0,0,0,0,0
Rayana Santos,Katy perry songs aren't that bad ﻿,0,0,0.6923076923076923,1,0,0,7,0,0,0,0,0,0,0,0,0
Nadeen Efein,hi beaties! i made a new channel please go check it out and subscribe and  enjoy!﻿,1,0,0.75,1,0,0,16,0,0,0,0,0,0,0,2,0
Priyanshu Panta,https://www.facebook.com/pages/Hiphop-Express/704682339621282                 like this page yo﻿,1,0,0.7333333333333333,0,0,0,5,0,0,0,0,0,0,0,0,0
Tiffany Isaiz,Our Beautiful Bella has been diagnosed with Wobbler's Syndrome. There is no  way we could afford to do her MRI or surgery. She is not just a dog she is  a very special member of our family. Without the surgery we fear we will  lose her. Please help!  http://www.gofundme.com/f7ekgw﻿,1,0,0.7692307692307693,1,0,0,49,0,0,0,0,0,0,0,1,0
Mehmet Ertuğrul Tohumcu,https://www.facebook.com/pages/Komedi-burda-gel/775510675841486﻿,1,0,0.6086956521739131,0,0,0,1,1,0,0,0,0,0,0,0,0
Sanfermuebles Muebles,https://www.facebook.com/profile.php?id=100007085325116﻿,1,0,0.6190476190476191,0,0,0,1,1,0,0,0,0,0,0,0,0
Gasser ElLord,That's Good :)﻿,0,0,0.8461538461538461,0,0,0,3,1,0,0,0,0,0,0,0,0
alin silviu lazar,http://www.googleadservices.com/pagead/aclk?sa=L&amp;ai=CSyOEB1wxVPCfL7D27AbGpYDgBJDPm6IH6MHu05wBgJXbv8sBEAEgkN7lJVCF7byH_f____8BYIOFgICAHKABsKG31wPIAQKpAh_KmC0hBpM-qAMByAPBBKoEkwFP0KullxqI1MG6o43HVzE-eFMqRG4Tu5LLBU_fsZ8gn0HBkJhBX-m83W1TS3_3Dx_HwPdX1Kazsj8o7SIEcVJjmBNsWyiJEcqvHXLbdzStUBOFaloYInWm0_rOOCppS2AuAT6zguICKm0lI83duwMAbzqvenE8TRfAzOrltBb037VzYv_XI4hBNQ2nvh19MrBgE0SIBgGgBgKAB7jeyCg&amp;num=1&amp;cid=5Ggs_m_9mA3TI40fS6mVPICS&amp;sig=AOD64_1OFC7Seh_1pOp-jYrbS7X6-heeNQ&amp;client=ca-pub-8252267209931889&amp;adurl=http://blog.2parale.ro/2014/10/challenge-pentru-afiliati-aplica-la-noile-programe-de-afiliere-si-fii-business-boomerul-lunii/&amp;nm=2&amp;mb=2&amp;bg=!A0QoUc7Q48v3_QIAAABpUgAAACsqAR0_VgOQWQxjmPUyvKoSf3K-q1BvKf9ZE4jhNC3ovckKxCbAFzZpAJiBXWBvVq4jrDgZ8q3rInlwgaBy_bXlfw7ma6dk0RJG14ZkRyizwqdi7HxgGE9tNDD9abflTFkBMbFfcJixNtHwbwkJ6N2onLH2D9EvEagPhoEwXOgBnu5ibgtRkgnAcQ1OIbgMzgAFNSc0lsaRiqj8HQR8T12dWv_7biY4k6I3y4yubloTdE_4XVKlnVeADZzF1L_xRYQkE6Wsur3EdLJWGk8fLq_QALdI-wAzNuysgqjNRDY6VucKLplZONyiSdKc9ebX-0dbHjZdW0LbsJBi40gXm0D0p5KRhv8XInQlI53__wQBaHS8zX4MJHw5vWrkPXFOeKs ﻿,1,0,0.5882352941176471,1,0,0,2,1,0,0,0,0,0,0,1,0
Amanda C,Awesome video this is one of my favorite  songs😀😀😀😀😀😀😀❤️❤️❤️❤️❤️❤️❤️❤️💎💎💎💎💎💄💄💄💄💋💋💋💋﻿,0,0,0.875,1,1,0,9,0,1,4,0,0,0,0,0,0
Annie Trace,If only I had the body like Katy Perry :)). She looks so hot. I love her  ^^!﻿,0,0,0.8181818181818182,1,0,0,18,0,0,0,0,0,0,0,1,0
Magic Man,DOWNLOAD RAPID FACEBOOK FOR FREE NOW https://play.google.com/store/apps/details?id=com.rapid.facebook.magicdroid﻿,1,0,0.7777777777777778,1,0,0,7,0,0,0,0,0,0,0,0,0
Deepty Awasthy,"The song is very good ...but the video makes no sense...just a nonsense  video...I mean she is telling her story of being stuck on an island, but  the song doesn't fit in the situation...but nvm...The song is good﻿",0,0,0.7857142857142857,1,0,0,38,0,0,0,0,0,0,0,0,0
desing,Who else would give Katy perry a good old mighty roar? ;)﻿,0,0,1.0,0,0,0,12,0,0,0,0,0,0,0,0,0
Maryam Yassine,OMG I LOVE YOU KATY PARRY YOUR SONGS ROCK!!!!!!!!!!!!!!!!! THATS A TOTAL  SUBSCRIBE﻿,0,0,0.7857142857142857,1,0,0,13,0,0,0,0,0,0,0,17,1
Tomas Adomaitis,https://www.paidverts.com/ref/tomuciux99 esyest money ever. join to our  team!!!!﻿,1,0,0.6666666666666666,1,0,0,8,0,0,0,0,0,0,0,4,1
William Fernandez,Katy Perry - Roar (Official): http://youtu.be/CevxZvSJLk8﻿,0,0,0.7058823529411765,1,0,0,6,0,0,0,0,0,0,0,0,0
Danny Ly,FREe ITunes Gift card http://shhort.com/a?r=x6J4gBrne﻿,1,0,0.75,1,0,0,5,0,0,0,0,0,0,0,0,0
Miss.Farrell Wall,"i was playing this song and the baby in my belly started to dance to  it.....sooooo cute, but had to take the song out cause of copy right and  add in a youtube made song....still sooo cute the baby danced to this song  LMFAO!!! https://plus.google.com/111982027348137311818/posts/g2JVinPueMo﻿",1,0,0.6470588235294118,0,0,0,45,0,0,0,0,0,0,0,3,1
Dana Nipper,katy perry is awesome﻿,0,0,0.8181818181818182,1,0,0,4,1,0,0,0,0,0,0,0,0
LuckyMusiqLive,this song is so addicting. the hook is dope and catchy. love the video too.  I'm getting popular fast because i rap real.. thumbs up if you piss next to  the water in the toilet so its quiet................................﻿,1,0,0.7857142857142857,1,0,0,38,0,0,0,0,0,0,0,0,0
Matt Twine,Nice song .See my new track.﻿,1,0,0.9,0,0,0,6,0,0,0,0,0,0,0,0,0
Kane Bradford,I love this sooooooooooooong I love katy perry﻿,0,0,0.7692307692307693,0,0,0,8,0,0,0,0,0,0,0,0,0
Tiny Tim,What does that tattoo on her right tricep say?﻿,0,0,0.75,0,0,0,9,0,0,0,0,0,0,0,0,0
fortune kitty52,Since when has Katy Perry had her own YouTube channel?﻿,0,0,0.8666666666666667,1,0,0,10,0,0,0,0,0,0,0,0,0
imscarlet,"Every time I watch this mv I just so so so glad that I live in a world that  don't have to worry about running from a real, human eating tiger.﻿",0,0,1.0,1,0,0,31,0,0,0,0,0,0,0,0,0
b0b1t.48058475,i rekt ur mum last nite. cuz da haterz were 2 much 4 meh lik dis if u cri evertim and sponswer mi robox vidz https://www.indiegogo.com/projects/gimme-dem-moneyz-4-roblox/x/8851222#home﻿,1,0,0.6428571428571429,0,0,0,26,0,0,0,0,0,0,0,0,0
ambareesh nimkar,"""eye of the tiger"" ""i am the champion"" seems like katy perry is using  titles of old rock songs for lyrics..﻿",0,0,0.6875,0,0,0,21,0,0,0,0,0,0,0,0,0
Orfeu LUZ DO SOL,She is a perfect wonder.....﻿,0,0,0.6875,0,0,0,5,0,0,0,0,0,0,0,0,0
Fred Smith,https://www.indiegogo.com/projects/help-stop-my-poverty-cyber-pan-handleing/x/8692160#home ﻿,1,0,1.0,1,0,0,2,1,0,0,0,0,0,0,0,0
WWWWWWWWWWWWWWWVWW,she is horrible at acting. cringe-worhty.﻿,0,0,0.1111111111111111,0,0,0,6,0,0,0,0,0,0,0,0,0
Feredea SJ,"I love katy fashions tiger, care to visit my blog sinar jahitan  I also have the tiger collections tqvm﻿",1,0,0.8,1,0,0,19,0,0,0,0,0,0,0,0,0
Alexander Mcdonald,"Anyone Who LOVEs music , please go check out my youtube page and tell me  what you think . I just put a video up and will be doing more song. I'm  just trying to get myself started. Any love is much Appreciated ﻿",1,0,0.6666666666666666,1,0,0,44,0,0,0,0,0,0,0,0,0
Ella-Grace Aldred,Is that tiger called 'Katty Purry'?﻿,0,0,0.6470588235294118,1,0,0,6,0,0,0,0,0,0,0,0,0
uranium 239,"blue eyes, can't be trusted.  uranus bless america.﻿",0,0,0.9090909090909091,1,0,0,8,0,0,0,0,0,0,0,0,0
by.Ovskiy,"Rap from Belarus, check my channel:)﻿",1,0,0.8888888888888888,0,0,0,6,0,0,0,0,0,0,0,0,0
Morgensen Freya,follow me on twitter: freyacumqueen﻿,1,0,0.7333333333333333,1,0,0,5,0,0,0,0,0,0,0,0,0
Natalya Korshunova,Katy Perry - Roar (Official): http://youtu.be/CevxZvSJLk8﻿,0,0,0.7777777777777778,1,0,0,6,0,0,0,0,0,0,0,0,0
Alex Lynch,"C'mon Katy you are so close to 14,000,000 subscribers...come up with  another hit like this and it will happen﻿",0,0,1.0,1,0,0,19,0,0,0,0,0,0,0,0,0
Rick Casse,VOTE FOR KATY FOR THE EMAs! #KATYCATS  http://tv.mtvema.com/artists/katy-perry/i38xh1﻿,1,0,0.9,1,0,0,8,0,0,0,0,0,0,0,1,0
Rajesh Bhat,"My honest opinion. It's a very mediocre song. Nothing unique or special  about her music, lyrics or voice. Nothing memorable like Billie Jean or  Beat It. Before her millions of fans reply with hate comments, i know this  is a democracy and people are free to see what they want. But then don't I  have the right to express my opinion? Please don't reply with dumb comments  lie ""if you don't like it don't watch it"". I just came here to see what's  the buzz about(661 million views??) and didn't like what i saw. OK?﻿",0,0,0.8181818181818182,0,0,0,95,0,0,0,0,0,0,0,0,1
Bi - Bases of Image [Musical videos],Visit my channel﻿,1,0,0.5555555555555556,1,0,0,3,1,0,0,0,0,0,0,0,0
big macintosh,Wow she is sexy XD﻿,0,0,0.9230769230769231,0,0,0,5,0,0,0,0,0,0,0,0,0
Salena Oneal,If you looking for new music to listen to check out cece song called  dead2me on iTunes music video out now right here on youtube.﻿,1,0,0.5833333333333334,1,0,0,25,0,0,0,0,0,0,0,0,0
ColoursBruh,Katy has a voice of an Angel﻿,0,0,0.7272727272727273,1,0,0,7,0,0,0,0,0,0,0,0,0
Bob McBobbers,"Hey guys, I was working last night on this project, it's a music streamer  like spotify, but it allows you to download the files to listen to when  you're offline. Opening it as a free beta, feel free to try it out :) download: https://mega.co.nz/#!ehVjzKyA!5bGKg2iWPHZOHWAEUesrWnegqG_lABcO7Rw9WFX8hAo﻿",1,0,0.6923076923076923,0,0,0,45,0,0,0,0,0,0,0,2,0
Ed Diamond,"Man she is hot in this one, male companions visit my profile to check out  the coolest sextoy ever made!﻿",1,0,0.9,1,0,0,20,0,0,0,0,0,0,0,1,0
Brandon Tomlin,Like my page please...  https://m.facebook.com/Dreaddis?ref=m_notif¬if_t=fbpage_fan_invite&amp;actorid=1442646731  ﻿,1,0,0.7857142857142857,1,0,0,6,0,0,0,0,0,0,0,0,0
MeSoHornyMeLuvULongTime,This video is so racist!!! There are only animals.﻿,0,0,0.6956521739130435,1,0,0,9,0,0,0,0,0,0,0,3,1
Aarjav Parmar,Man she is BEAUTIFUL!﻿,0,0,0.6153846153846154,0,0,0,4,1,0,0,0,0,0,0,1,0
FreexGaming,want to win borderlands the pre-sequel? check my channel :)﻿,1,0,0.9090909090909091,1,0,0,10,0,0,0,0,0,0,0,0,0
nanaIAMNANA,Hi! I would appreciate it if you all could help to like this poster on  Facebook:  https://www.facebook.com/nyghdramafest2014/photos/a.333608120156973.1073741830.327568907427561/333607726823679/?type=3&amp;theater ﻿,1,0,0.5454545454545454,1,0,0,18,0,0,0,0,0,0,0,1,0
abdilefe,Plz help me getting 1.000 Subscribers tonight/today.  Thanks to all who sub me :)﻿,1,0,0.875,0,0,0,14,0,0,0,0,0,0,0,0,0
Rebecca Shields,Yesterday this video have 1 million likes and now it has 2 million﻿,0,0,0.8,1,0,0,13,0,0,0,0,0,0,0,0,0
Mardhy Hassan,why tiger succumbs to a beautiful girl ?.probably male tiger.....????   ha.ha.ha..﻿,0,0,0.7692307692307693,0,0,0,11,0,0,0,0,0,0,0,0,1
Abigail Gustav,Best song ever ﻿,0,0,0.8571428571428571,1,0,0,4,1,0,0,0,0,0,0,0,0
Fredrik Jonsson,Thank you KatyPerryVevo for your instagram likes @axeljonssons﻿,1,0,0.7333333333333333,1,0,0,8,0,0,0,0,0,0,0,0,0
TopMusicWorld HD,Please Subscribe In My Channel →﻿,1,0,0.9375,0,0,0,6,0,0,0,0,0,0,0,0,0
Mary-Jane Watson,"She is good. Does she make any more music? If she doesn't, she should!﻿",0,0,0.8125,1,0,0,14,0,0,0,0,0,0,0,1,0
ikbal kemerkaya,I LOVE YOU KATTY PERRY &lt;3 ﻿,0,0,0.6666666666666666,1,0,0,7,0,0,0,0,0,0,0,0,0
Flip Tee,"HONESTLY, I WANNA SEE YOU BE BRAVE! oh wait...﻿",0,0,0.875,0,0,0,9,0,0,0,0,0,0,0,1,0
hernan perez ovando,;-)﻿,0,0,0.5789473684210527,1,0,0,1,1,0,0,0,0,0,0,0,0
Merenguette,this video is great .....!!! I love this........and like much katy perry﻿,0,0,0.6363636363636364,0,0,0,12,0,0,0,0,0,0,0,3,1
Freya Questionmark,"Good thing she brought her spray-on tan, hairstylist, makeup artist, and  cameraman.﻿",0,0,0.8333333333333334,1,0,0,12,0,0,0,0,0,0,0,0,0
subscrool,"666,002,018 views! 666 million. 666! Katy Perry illuminati confirmed!!!﻿",0,0,0.7777777777777778,0,0,0,9,0,0,0,0,0,0,0,5,1
Youyou A.,"I make guitar covers, please have a look at my channel﻿",1,0,0.7777777777777778,0,0,0,11,0,0,0,0,0,0,0,0,0
MrSlowGhost,It should be illegal to be this goodlooking as this babe is...﻿,0,0,0.9090909090909091,0,0,0,12,0,0,0,0,0,0,0,0,0
sebastian hudson,katy is mine the girl of my dreams ♥﻿,0,0,0.75,1,1,0,9,0,0,0,0,0,0,0,0,0
Chewwy Moriarty,I love this song﻿,0,0,0.8,1,0,0,4,1,0,0,0,0,0,0,0,0
haribo elf,She is fit﻿,0,0,1.0,0,0,0,3,1,0,0,0,0,0,0,0,0
Patricia  Reyes,I love the song roar it make me think am fill the way﻿,0,0,0.7333333333333333,1,0,0,13,0,0,0,0,0,0,0,0,0
ollie123216,"How do you forget you have a choice, and what the fuck, surviving a plane  crash has a 1/1000 chance of happening.﻿",0,0,0.7272727272727273,1,0,0,22,0,0,0,0,0,0,0,0,0
nleeklee polowtehow,"she is a fool. this is a foolish video. the lyrics are all about her and  how great she is. she is arrogant, obviously. but the thing is that there  are a lot of idiots.. look how many hits this garnered. the young stupid  girls who listen to her are numbering in the millions i guess. this video  is a piece of trash. why would anyone ever like it or listen to it? because  these stupid little girls have idiots for fathers and mothers.. and so they  are going to turn into idiots also.. just like this stupid singer. ﻿",0,0,0.5263157894736842,1,0,0,100,0,0,0,0,0,0,0,0,0
KatyPerry TheQueenOfPop,":: ATTENTION : WE NEED 10 Million Views More for FIREWORK to Reach 500M .. We have only 1 and half day left for katy's birtgday. Listen How it could be possible?? &gt;&gt;JUST Open different Tabs from Different Browser &gt;&gt;Dont Watch Full Video, Remember We dont have time on hand, Its Time Wasting. View it only for 30 sec. Plz thumbs up and share﻿",1,0,0.7391304347826086,1,0,0,64,0,0,0,0,0,0,0,0,1
احمد الهوارى,(( rapid facebook )) the free version of all colors and is characterized by  fast and beauty download now https://play.google.com/store/apps/details?id=com.rapid.facebook.magicdroid﻿,1,0,0.8333333333333334,0,0,0,20,0,0,0,0,0,0,0,0,0
katy perry,Hey Katycats! We are releasing a movie at midnight UK time to celebrate  katy's 30th birthday! Be sure to subscribe to our channel and watch the  movie!﻿,1,0,0.8,1,0,0,27,0,0,0,0,0,0,0,3,0
randman21,"I just realized that this verses in this song have the exact same melody as  the verses in ""Hey Ho"" by the Lumineers.﻿",0,0,0.7777777777777778,0,0,0,23,0,0,0,0,0,0,0,0,0
ΑΓΛΑΪΑ ΛΕΠΤΟΚΑΡΙΔΟΥ,:-D ♪♪♪ This is my favorite song ♥﻿,0,0,0.7368421052631579,0,1,0,8,0,0,0,0,0,0,0,0,0
Brian Schultes,this song never get's old &lt;3 ﻿,0,0,1.0,1,0,0,7,0,0,0,0,0,0,0,0,0
Hude Deni,HAPPY BIRTHDAY KATY :) http://giphy.com/gifs/birthday-flowers-happy-gw3JY2uqiaXKaQXS/fullscreen  (That´s not me)﻿,1,0,0.8888888888888888,1,0,0,8,0,0,0,0,0,0,0,0,0
Ashley Smith,"Hey ! I know most people don't like these kind of comments &amp; see at spam,  but I see as free advertising . So please check out my cover of Sparks Fly  by Taylor Swift ! It is not the best ever I know, but maybe with some  encouraging words of wisdom from many of you I can become better! Please go  to my channel and check it out !﻿",1,0,0.9166666666666666,1,0,0,70,0,0,0,0,0,0,0,4,0
Charles Breheny,Www.youniqueproducts.com/joannagordon Younique by Joanna Gordon www.youniqueproducts.com﻿,1,0,0.7333333333333333,0,0,0,6,0,0,0,0,0,0,0,0,0
ali aydın,I like you . Katy Perry 600▲60▲6▲﻿,0,0,0.8888888888888888,1,0,0,7,0,0,0,0,0,0,0,0,0
IMustKillGoogle+,Glad to know im not the only one who knows its katheryn's birthday today :)  happy birthday katy...and my sister. (they seriously have the same  birthday...)﻿,0,0,0.8125,0,0,0,26,0,0,0,0,0,0,0,0,0
GX2re,Katy Perry can't sing for shit. All i hear it autotune.﻿,0,0,1.0,0,0,0,11,0,0,0,0,0,0,0,0,0
Denzel Saimi,I fucking hate her. Why? Because she don't write her songs she got  producers for that. Second why tha fack is she in every song almost nude  mayby because she's an attention hooker.﻿,0,0,0.8333333333333334,0,0,0,33,0,0,0,0,0,0,0,0,0
Shaun Mac,Also LuckyMusiqLive she probably could help u make it big because I think u  have talent. Just look her name up on the internet. Hit me up when u get  this message﻿,1,0,0.8888888888888888,1,0,0,32,0,0,0,0,0,0,0,0,0
Nick McGoldrick,Check out my drum cover of E.T. here! thanks -&gt;   /watch?v=NO9pOVZ9OIQ&amp;list=UUltuCDIHsDeI01by1OW7WuQ﻿,1,0,0.7333333333333333,0,0,0,11,0,0,0,0,0,0,0,1,0
Emily Thrun,Put famous people in the jungle for an hour and look what happens.﻿,0,0,1.0,1,0,0,13,0,0,0,0,0,0,0,0,0
Robert Petrea,"She kinda let herself go, huh?﻿",0,0,0.6923076923076923,1,0,0,6,0,0,0,0,0,0,0,0,0
ahmed soliman,we all love you Katy Perry &lt;3﻿,0,0,0.8461538461538461,0,0,0,7,0,0,0,0,0,0,0,0,0
Yonate,Sign up for free on TSU and start making money on social media add/follow  me and ill add follow you!! http://tsu.co/Roberts9010﻿,1,0,1.0,1,0,0,21,0,0,0,0,0,0,0,2,1
Marie farias,Love it when I can relate to my daughter's music. :-) Katy Perry - Roar  (Official): http://youtu.be/CevxZvSJLk8﻿,0,0,0.6666666666666666,1,0,0,17,0,0,0,0,0,0,0,0,0
NeverGreen35,Subscribe me and i subscribe you back!!﻿,1,0,0.6666666666666666,1,0,0,7,0,0,0,0,0,0,0,2,1
Chris Madzier,Katy Perry - Roar (Official)  #soundsofsunday   #music  ﻿,0,0,0.8461538461538461,1,0,0,8,0,0,0,0,0,0,0,0,0
adrianavargova,"When I hear Katy singing this, I cry. The song has got depth.﻿",0,0,0.5714285714285714,1,0,0,13,0,0,0,0,0,0,0,0,0
Boshra Abdrhman,Love it﻿,0,0,0.8,0,0,0,2,1,0,0,0,0,0,0,0,0
youngj,People who believe in Illuminati are stupid the same people believe that  911 was made by the American government﻿,0,0,1.0,0,0,0,19,0,0,0,0,0,0,0,0,0
